X,Y,ACC_T_DESC,RD_U_DESC,LGA_NAME,REGION_NAM
2491083.358,2348204.818,Collision with a fixed object,Drivers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2512404.797,2594811.964,Collision with a fixed object,Passengers,MOIRA,NORTH EASTERN REGION
2506440.045,2392115.102,Struck Pedestrian,Pedestrians,KINGSTON,METROPOLITAN SOUTH EAST REGION
2477260.618,2449675.039,Collision with vehicle,Drivers,MACEDON RANGES,NORTHERN REGION
2495762.936,2412577.706,Collision with vehicle,Motorcyclists,MELBOURNE,METROPOLITAN NORTH WEST REGION
2443721.771,2396098.566,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2735526.305,2479743.176,Collision with a fixed object,Drivers,EAST GIPPSLAND,EASTERN REGION
2462389.014,2439029.118,Collision with vehicle,Drivers,MACEDON RANGES,NORTHERN REGION
2501798.113,2419307.738,Collision with vehicle,Passengers,DAREBIN,METROPOLITAN NORTH WEST REGION
2621299.333,2362259.626,Collision with a fixed object,Drivers,LATROBE,EASTERN REGION
2683540.374,2395452.685,Collision with a fixed object,Drivers,WELLINGTON,EASTERN REGION
2518201.104,2393687.299,Collision with a fixed object,Drivers,DANDENONG,METROPOLITAN SOUTH EAST REGION
2526918.778,2373346.344,Collision with vehicle,Passengers,CASEY,METROPOLITAN SOUTH EAST REGION
2526918.778,2373346.344,Collision with vehicle,Drivers,CASEY,METROPOLITAN SOUTH EAST REGION
2638113.757,2595191.867,Collision with a fixed object,Drivers,INDIGO,NORTH EASTERN REGION
2510328.089,2388885.308,Collision with vehicle,Drivers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2513931.977,2618756.934,Collision with a fixed object,Drivers,MOIRA,NORTH EASTERN REGION
2435564.852,2493878.579,Collision with a fixed object,Motorcyclists,MOUNT ALEXANDER,NORTHERN REGION
2558985.92,2363957.272,Collision with vehicle,Bicyclists,CARDINIA,METROPOLITAN SOUTH EAST REGION
2258738.559,2422954.396,Collision with vehicle,Drivers,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION
2502571.221,2424037.756,Collision with vehicle,Passengers,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2582660.081,2546623.197,Collision with vehicle,Drivers,BENALLA,NORTH EASTERN REGION
2555853.936,2614121.046,Collision with vehicle,Drivers,MOIRA,NORTH EASTERN REGION
2538912.934,2606593.806,Struck Pedestrian,Pedestrians,MOIRA,NORTH EASTERN REGION
2490470.495,2412118.42,Fall from or in moving vehicle,Motorcyclists,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2399360.966,2437513.096,Collision with a fixed object,Passengers,BALLARAT,WESTERN REGION
2399360.966,2437513.096,Collision with a fixed object,Drivers,BALLARAT,WESTERN REGION
2394209.12,2630783.967,Collision with some other object,Passengers,GANNAWARRA,NORTHERN REGION
2394209.12,2630783.967,Collision with some other object,Passengers,GANNAWARRA,NORTHERN REGION
2394209.12,2630783.967,Collision with some other object,Drivers,GANNAWARRA,NORTHERN REGION
2521401.172,2386038.255,Collision with vehicle,Drivers,DANDENONG,METROPOLITAN SOUTH EAST REGION
2491544.116,2411585.17,Struck Pedestrian,Pedestrians,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2489723.359,2409687.95,Collision with vehicle,Motorcyclists,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2529118.597,2573178.843,Collision with vehicle,Drivers,SHEPPARTON,NORTH EASTERN REGION
2338759.865,2317750.28,Collision with a fixed object,Motorcyclists,CORANGAMITE,SOUTH WESTERN REGION
2463507.584,2425234.087,Collision with a fixed object,Motorcyclists,MELTON,METROPOLITAN NORTH WEST REGION
2550918.408,2354153.245,Collision with vehicle,Drivers,BASS COAST,METROPOLITAN SOUTH EAST REGION
2546266.853,2417590.075,Collision with vehicle,Passengers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2484375.361,2491595.835,Collision with vehicle,Drivers,MITCHELL,NORTHERN REGION
2507467.273,2388125.269,Struck Pedestrian,Pedestrians,KINGSTON,METROPOLITAN SOUTH EAST REGION
2450811.929,2426276.097,Collision with vehicle,Motorcyclists,MOORABOOL,WESTERN REGION
2500500.084,2588865.317,Collision with vehicle,Passengers,CAMPASPE,NORTHERN REGION
2500500.084,2588865.317,Collision with vehicle,Drivers,CAMPASPE,NORTHERN REGION
2522806.219,2388496.845,Collision with vehicle,Drivers,CASEY,METROPOLITAN SOUTH EAST REGION
2501813.16,2544561.716,Collision with a fixed object,Drivers,CAMPASPE,NORTHERN REGION
2509948.192,2413482.831,Collision with a fixed object,Motorcyclists,MANNINGHAM,METROPOLITAN SOUTH EAST REGION
2427504.962,2434064.428,Collision with vehicle,Passengers,MOORABOOL,WESTERN REGION
2432914.891,2380107.152,Collision with a fixed object,Drivers,GOLDEN PLAINS,SOUTH WESTERN REGION
2731470.167,2488985.139,Collision with vehicle,Passengers,EAST GIPPSLAND,EASTERN REGION
2731470.167,2488985.139,Collision with vehicle,Drivers,EAST GIPPSLAND,EASTERN REGION
2388439.612,2382157.19,Collision with vehicle,Drivers,COLAC OTWAY,SOUTH WESTERN REGION
2511662.458,2376311.779,Collision with a fixed object,Passengers,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2493469.216,2414555.058,Collision with vehicle,Motorcyclists,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION
2511321.44,2409143.7,Struck Pedestrian,Pedestrians,WHITEHORSE,METROPOLITAN SOUTH EAST REGION
2558912.291,2533740.201,Collision with a fixed object,Passengers,STRATHBOGIE,NORTH EASTERN REGION
2507588.358,2399772.59,Collision with vehicle,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2509199.106,2399523.572,Collision with vehicle,Motorcyclists,MONASH,METROPOLITAN SOUTH EAST REGION
2675145.24,2590700.479,Collision with a fixed object,Drivers,WODONGA,NORTH EASTERN REGION
2356217.767,2499111.801,Vehicle overturned (no collision),Passengers,PYRENEES,WESTERN REGION
2356217.767,2499111.801,Vehicle overturned (no collision),Passengers,PYRENEES,WESTERN REGION
2626745.392,2365528.93,Collision with vehicle,Drivers,LATROBE,EASTERN REGION
2496516.392,2409621.182,Struck Pedestrian,Pedestrians,MELBOURNE,METROPOLITAN NORTH WEST REGION
2419174.005,2359504.493,Collision with vehicle,Bicyclists,SURF COAST,SOUTH WESTERN REGION
2515369.133,2372865.001,Struck Pedestrian,Pedestrians,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2508827.925,2398868.351,Collision with a fixed object,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2377701.591,2385402.258,Collision with vehicle,Drivers,CORANGAMITE,SOUTH WESTERN REGION
2557693.812,2529764.123,Vehicle overturned (no collision),Passengers,STRATHBOGIE,NORTH EASTERN REGION
2445744.329,2484889.406,Struck animal,Motorcyclists,MOUNT ALEXANDER,NORTHERN REGION
2667945.976,2397746.43,Collision with vehicle,Passengers,WELLINGTON,EASTERN REGION
2667945.976,2397746.43,Collision with vehicle,Drivers,WELLINGTON,EASTERN REGION
2540282.358,2424061.244,Collision with vehicle,Passengers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2768223.044,2588594,Collision with vehicle,Motorcyclists,TOWONG,NORTH EASTERN REGION
2397883.344,2441958.869,Collision with vehicle,Drivers,BALLARAT,WESTERN REGION
2514173.605,2473304.839,Collision with a fixed object,Passengers,MITCHELL,NORTHERN REGION
2517671.597,2408208.855,Collision with vehicle,Motorcyclists,WHITEHORSE,METROPOLITAN SOUTH EAST REGION
2429645.295,2520716.971,Collision with vehicle,Drivers,BENDIGO,NORTHERN REGION
2373628.233,2331428.014,Collision with some other object,Passengers,COLAC OTWAY,SOUTH WESTERN REGION
2443752.935,2370505.27,Collision with vehicle,Passengers,GEELONG,SOUTH WESTERN REGION
2501023.191,2414604.147,Collision with vehicle,Bicyclists,DAREBIN,METROPOLITAN NORTH WEST REGION
2496157.75,2467099.064,Collision with vehicle,Drivers,MITCHELL,NORTHERN REGION
2505287.159,2403653.524,Collision with a fixed object,Drivers,STONNINGTON,METROPOLITAN SOUTH EAST REGION
2514388.763,2401351.624,Collision with vehicle,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2577879.63,2307347.92,Collision with a fixed object,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2513353.76,2394119.267,Struck Pedestrian,Pedestrians,DANDENONG,METROPOLITAN SOUTH EAST REGION
2488947.795,2405807.91,Struck Pedestrian,Pedestrians,HOBSONS BAY,METROPOLITAN NORTH WEST REGION
2284758.314,2430867.832,No collision and no object struck,Drivers,ARARAT,WESTERN REGION
2510467.99,2388005.985,Collision with vehicle,Drivers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2764061.528,2401633.326,Collision with a fixed object,Passengers,EAST GIPPSLAND,EASTERN REGION
2764061.528,2401633.326,Collision with a fixed object,Passengers,EAST GIPPSLAND,EASTERN REGION
2764061.528,2401633.326,Collision with a fixed object,Drivers,EAST GIPPSLAND,EASTERN REGION
2354505.058,2451536.721,Collision with vehicle,Passengers,PYRENEES,WESTERN REGION
2354505.058,2451536.721,Collision with vehicle,Drivers,PYRENEES,WESTERN REGION
2600703.772,2466569.41,Struck Pedestrian,Pedestrians,MANSFIELD,NORTH EASTERN REGION
2174850.388,2364561.832,Collision with vehicle,Drivers,GLENELG,SOUTH WESTERN REGION
2602531.866,2607868.756,Collision with vehicle,Drivers,MOIRA,NORTH EASTERN REGION
2265236.207,2682075.07,Collision with a fixed object,Drivers,YARRIAMBIACK,WESTERN REGION
2497733.622,2341332.365,Collision with a fixed object,Drivers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2517664.081,2416929.649,Collision with vehicle,Drivers,MANNINGHAM,METROPOLITAN SOUTH EAST REGION
2499905.861,2480129.914,Collision with a fixed object,Drivers,MITCHELL,NORTHERN REGION
2441243.798,2373168.502,Struck Pedestrian,Pedestrians,GEELONG,SOUTH WESTERN REGION
2541262.668,2409997.79,Struck Pedestrian,Pedestrians,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2460630.018,2452255.761,Collision with vehicle,Bicyclists,MACEDON RANGES,NORTHERN REGION
2509340.067,2400459.991,Struck Pedestrian,Pedestrians,MONASH,METROPOLITAN SOUTH EAST REGION
2414814.374,2355978.054,Collision with vehicle,Drivers,SURF COAST,SOUTH WESTERN REGION
2422191.416,2458515.061,Fall from or in moving vehicle,Drivers,HEPBURN,WESTERN REGION
2527927.769,2408840.302,Collision with vehicle,Motorcyclists,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2514863.611,2444988.028,Collision with a fixed object,Pillion Passengers,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2535886.718,2574109.503,Collision with vehicle,Drivers,SHEPPARTON,NORTH EASTERN REGION
2500126.663,2401859.424,Struck Pedestrian,Pedestrians,GLEN EIRA,METROPOLITAN SOUTH EAST REGION
2501157.9,2418378.83,Collision with vehicle,Drivers,DAREBIN,METROPOLITAN NORTH WEST REGION
2457336.75,2538711.785,Collision with vehicle,Drivers,BENDIGO,NORTHERN REGION
2339455.937,2349078.531,Collision with vehicle,Drivers,CORANGAMITE,SOUTH WESTERN REGION
2438665.416,2517311.242,Collision with vehicle,Bicyclists,BENDIGO,NORTHERN REGION
2306675.2,2545693.834,Collision with vehicle,Drivers,NORTHERN GRAMPIANS,WESTERN REGION
2477833.613,2402284.115,Collision with vehicle,Passengers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2477833.613,2402284.115,Collision with vehicle,Passengers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2477833.613,2402284.115,Collision with vehicle,Drivers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2393683.546,2344989.191,Collision with vehicle,Drivers,COLAC OTWAY,SOUTH WESTERN REGION
2568080.383,2442516.005,Collision with vehicle,Motorcyclists,MURRINDINDI,NORTH EASTERN REGION
2568080.383,2442516.005,Collision with vehicle,Motorcyclists,MURRINDINDI,NORTH EASTERN REGION
2751651.556,2400078.575,Collision with a fixed object,Drivers,EAST GIPPSLAND,EASTERN REGION
2376925.869,2350430.19,Collision with vehicle,Drivers,COLAC OTWAY,SOUTH WESTERN REGION
2232699.399,2380111.24,No collision and no object struck,Motorcyclists,MOYNE,SOUTH WESTERN REGION
2417651.023,2602944.205,Collision with a fixed object,Drivers,LODDON,NORTHERN REGION
2417049.234,2438539.689,Collision with a fixed object,Drivers,MOORABOOL,WESTERN REGION
2297384.711,2491254.746,Vehicle overturned (no collision),Passengers,NORTHERN GRAMPIANS,WESTERN REGION
2500240.92,2394458.601,Struck Pedestrian,Pedestrians,BAYSIDE,METROPOLITAN SOUTH EAST REGION
2436860.613,2452880.394,Collision with vehicle,Drivers,HEPBURN,WESTERN REGION
2503992.337,2432645.596,Collision with a fixed object,Passengers,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2430848.067,2492235.803,Collision with a fixed object,Passengers,MOUNT ALEXANDER,NORTHERN REGION
2694548.402,2528513.05,Collision with a fixed object,Drivers,ALPINE,NORTH EASTERN REGION
2569282.514,2562555.855,Collision with vehicle,Drivers,SHEPPARTON,NORTH EASTERN REGION
2523819.139,2380760.681,Collision with vehicle,Passengers,CASEY,METROPOLITAN SOUTH EAST REGION
2270888.459,2349446.496,Collision with vehicle,Drivers,MOYNE,SOUTH WESTERN REGION
2583677.794,2336822.379,Collision with a fixed object,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2446383.9,2525226.229,Collision with vehicle,Drivers,BENDIGO,NORTHERN REGION
2562444.358,2352084.39,Collision with some other object,Motorcyclists,SOUTH GIPPSLAND,EASTERN REGION
2155295.408,2375894.836,Collision with vehicle,Drivers,GLENELG,SOUTH WESTERN REGION
2284319.711,2480599.137,Collision with a fixed object,Passengers,NORTHERN GRAMPIANS,WESTERN REGION
2626694.759,2486253.026,Collision with a fixed object,Motorcyclists,(MOUNT BULLER),NORTH EASTERN REGION
2464752.452,2428774.811,Collision with a fixed object,Drivers,MELTON,METROPOLITAN NORTH WEST REGION
2514898.4,2427304.083,Collision with vehicle,Motorcyclists,NILLUMBIK,METROPOLITAN NORTH WEST REGION
2496455.755,2422414.485,Collision with vehicle,Drivers,MORELAND,METROPOLITAN NORTH WEST REGION
2484418.209,2421297.391,Collision with a fixed object,Drivers,BRIMBANK,METROPOLITAN NORTH WEST REGION
2386932.505,2353640.292,Collision with vehicle,Motorcyclists,COLAC OTWAY,SOUTH WESTERN REGION
2237227.564,2517912.497,Collision with a fixed object,Drivers,HORSHAM,WESTERN REGION
2443734.15,2379491.996,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2443734.15,2379491.996,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2522139.674,2397067.349,Collision with vehicle,Drivers,KNOX,METROPOLITAN SOUTH EAST REGION
2385231.224,2383581.143,Collision with a fixed object,Drivers,COLAC OTWAY,SOUTH WESTERN REGION
2536453.031,2435934.567,Collision with vehicle,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2537315.683,2570906.693,Collision with vehicle,Drivers,SHEPPARTON,NORTH EASTERN REGION
2554060.873,2392955.147,Collision with vehicle,Motorcyclists,CARDINIA,METROPOLITAN SOUTH EAST REGION
2557542.514,2380828.319,Collision with vehicle,Drivers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2565035.742,2375132.169,Collision with a fixed object,Passengers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2499973.458,2409457.372,Struck Pedestrian,Pedestrians,YARRA,METROPOLITAN NORTH WEST REGION
2348434.945,2304937.31,Collision with a fixed object,Motorcyclists,COLAC OTWAY,SOUTH WESTERN REGION
2489002.518,2436942.994,Collision with vehicle,Pedestrians,HUME,METROPOLITAN NORTH WEST REGION
2515589.812,2374078.984,No collision and no object struck,Drivers,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2482901.739,2417918.537,Collision with vehicle,Motorcyclists,BRIMBANK,METROPOLITAN NORTH WEST REGION
2489557.549,2422996.957,Struck Pedestrian,Pedestrians,HUME,METROPOLITAN NORTH WEST REGION
2477566.566,2566621.455,Collision with vehicle,Drivers,CAMPASPE,NORTHERN REGION
2684682.324,2581017.458,Collision with a fixed object,Drivers,INDIGO,NORTH EASTERN REGION
2502019.807,2411011.726,Collision with a fixed object,Bicyclists,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2508097.53,2413995.777,Struck Pedestrian,Pedestrians,MANNINGHAM,METROPOLITAN SOUTH EAST REGION
2515546.352,2379556.336,Collision with vehicle,Passengers,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2665770.351,2398312.868,Collision with a fixed object,Drivers,WELLINGTON,EASTERN REGION
2621263.364,2525144.682,Collision with a fixed object,Motorcyclists,WANGARATTA,NORTH EASTERN REGION
2545927.919,2421011.159,Collision with a fixed object,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2430924.26,2365179.068,Collision with vehicle,Motorcyclists,SURF COAST,SOUTH WESTERN REGION
2377628.114,2665366.874,Collision with a fixed object,Passengers,SWAN HILL,NORTHERN REGION
2198938.327,2349890.717,Collision with vehicle,Passengers,GLENELG,SOUTH WESTERN REGION
2448660.944,2386697.358,Collision with a fixed object,Drivers,GEELONG,SOUTH WESTERN REGION
2465397.875,2422770.054,Collision with vehicle,Motorcyclists,MELTON,METROPOLITAN NORTH WEST REGION
2370078.837,2631128.764,Vehicle overturned (no collision),Drivers,GANNAWARRA,NORTHERN REGION
2512749.308,2418926.576,Struck Pedestrian,Pedestrians,NILLUMBIK,METROPOLITAN NORTH WEST REGION
2505728.434,2412607.237,Collision with vehicle,Drivers,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2494354.317,2414735.051,Collision with vehicle,Drivers,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION
2509154.222,2421899.163,Fall from or in moving vehicle,Pedestrians,BANYULE,METROPOLITAN NORTH WEST REGION
2570913.634,2441587.494,Collision with vehicle,Motorcyclists,MURRINDINDI,NORTH EASTERN REGION
2454441.418,2523890.626,Collision with vehicle,Drivers,BENDIGO,NORTHERN REGION
2519718.546,2392902.49,Struck Pedestrian,Pedestrians,DANDENONG,METROPOLITAN SOUTH EAST REGION
2485538.431,2414476.326,Struck Pedestrian,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2521437.012,2405346.635,Collision with vehicle,Passengers,KNOX,METROPOLITAN SOUTH EAST REGION
2521437.012,2405346.635,Collision with vehicle,Drivers,KNOX,METROPOLITAN SOUTH EAST REGION
2505527.26,2423204.876,Collision with vehicle,Drivers,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2580864.021,2545748.51,Collision with a fixed object,Drivers,BENALLA,NORTH EASTERN REGION
2380382.931,2359000.461,Collision with vehicle,Motorcyclists,COLAC OTWAY,SOUTH WESTERN REGION
2476367.778,2437125.675,Struck Pedestrian,Pedestrians,HUME,METROPOLITAN NORTH WEST REGION
2542915.888,2435540.258,Collision with vehicle,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2525150.298,2375904.029,Collision with some other object,Motorcyclists,CASEY,METROPOLITAN SOUTH EAST REGION
2536791.53,2437781.997,No collision and no object struck,Passengers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2500145.607,2416517.545,Collision with vehicle,Motorcyclists,DAREBIN,METROPOLITAN NORTH WEST REGION
2332070.504,2508842.341,Collision with vehicle,Passengers,NORTHERN GRAMPIANS,WESTERN REGION
2332070.504,2508842.341,Collision with vehicle,Passengers,NORTHERN GRAMPIANS,WESTERN REGION
2332070.504,2508842.341,Collision with vehicle,Passengers,NORTHERN GRAMPIANS,WESTERN REGION
2332070.504,2508842.341,Collision with vehicle,Drivers,NORTHERN GRAMPIANS,WESTERN REGION
2673475.312,2529190.749,Collision with a fixed object,Drivers,ALPINE,NORTH EASTERN REGION
2505087.694,2456674.248,Collision with a fixed object,Drivers,MITCHELL,NORTHERN REGION
2485662.637,2420010.003,Struck Pedestrian,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2399204.175,2437006.787,Struck Pedestrian,Pedestrians,BALLARAT,WESTERN REGION
2580879.265,2377528.16,Collision with vehicle,Drivers,BAW BAW,EASTERN REGION
2673912.923,2390687.871,Collision with vehicle,Drivers,WELLINGTON,EASTERN REGION
2509075.848,2400198.961,Collision with a fixed object,Motorcyclists,MONASH,METROPOLITAN SOUTH EAST REGION
2536487.877,2380450.709,Collision with vehicle,Drivers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2518795.014,2409294.247,Struck Pedestrian,Pedestrians,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2432770.053,2549243.223,Vehicle overturned (no collision),Drivers,BENDIGO,NORTHERN REGION
2634315.714,2366206.829,Struck Pedestrian,Pedestrians,LATROBE,EASTERN REGION
2493235.886,2410949.974,Collision with a fixed object,Drivers,MELBOURNE,METROPOLITAN NORTH WEST REGION
2420739.146,2502024.211,Collision with a fixed object,Drivers,MOUNT ALEXANDER,NORTHERN REGION
2562711.025,2609439.506,Collision with vehicle,Drivers,MOIRA,NORTH EASTERN REGION
2583251.789,2326038.725,Collision with a fixed object,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2528931.627,2559173.478,Collision with a fixed object,Drivers,SHEPPARTON,NORTH EASTERN REGION
2497056.095,2417735.285,Struck Pedestrian,Pedestrians,MORELAND,METROPOLITAN NORTH WEST REGION
2487920.541,2413338.209,Struck Pedestrian,Pedestrians,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2297360.956,2485078.686,Collision with a fixed object,Drivers,NORTHERN GRAMPIANS,WESTERN REGION
2500122.259,2404688.3,Collision with vehicle,Passengers,STONNINGTON,METROPOLITAN SOUTH EAST REGION
2473492.277,2515192.28,Collision with vehicle,Motorcyclists,BENDIGO,NORTHERN REGION
2507803.336,2363044.719,Collision with vehicle,Bicyclists,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2398573.669,2448061.574,Collision with vehicle,Drivers,HEPBURN,WESTERN REGION
2513712.452,2396426.228,Fall from or in moving vehicle,Passengers,DANDENONG,METROPOLITAN SOUTH EAST REGION
2463041.166,2405677.164,Collision with vehicle,Drivers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2492075.524,2417364.265,Struck Pedestrian,Pedestrians,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION
2543143.045,2612581.395,Collision with vehicle,Drivers,MOIRA,NORTH EASTERN REGION
2510010.596,2397083.022,Collision with vehicle,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2342265.661,2456365.439,Collision with vehicle,Drivers,ARARAT,WESTERN REGION
2473689.431,2414681.678,Collision with vehicle,Passengers,MELTON,METROPOLITAN NORTH WEST REGION
2473689.431,2414681.678,Collision with vehicle,Passengers,MELTON,METROPOLITAN NORTH WEST REGION
2563037.593,2478282.769,Struck Pedestrian,Pedestrians,MURRINDINDI,NORTH EASTERN REGION
2493292.256,2518348.461,Collision with vehicle,Drivers,STRATHBOGIE,NORTH EASTERN REGION
2493922.671,2408402.193,Collision with a fixed object,Motorcyclists,MELBOURNE,METROPOLITAN NORTH WEST REGION
2664757.527,2539626.333,Collision with a fixed object,Drivers,ALPINE,NORTH EASTERN REGION
2505549.868,2423189.242,Struck Pedestrian,Pedestrians,BANYULE,METROPOLITAN NORTH WEST REGION
2443375.398,2377508.04,Collision with a fixed object,Passengers,GEELONG,SOUTH WESTERN REGION
2524702.037,2411649.992,Struck Pedestrian,Pedestrians,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2427825.036,2463019.899,Collision with vehicle,Drivers,HEPBURN,WESTERN REGION
2486797.84,2410744.752,Struck Pedestrian,Pedestrians,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2468505.622,2562524.19,Collision with vehicle,Drivers,BENDIGO,NORTHERN REGION
2483776.753,2407883.897,Fall from or in moving vehicle,Motorcyclists,HOBSONS BAY,METROPOLITAN NORTH WEST REGION
2494539.775,2423706.698,Collision with a fixed object,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2526000.926,2390212.844,Collision with vehicle,Bicyclists,CASEY,METROPOLITAN SOUTH EAST REGION
2477702.724,2413712.188,Collision with vehicle,Drivers,MELTON,METROPOLITAN NORTH WEST REGION
2533749.161,2572329.336,Collision with a fixed object,Passengers,SHEPPARTON,NORTH EASTERN REGION
2521524.619,2410086.31,Collision with vehicle,Motorcyclists,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2460628.004,2423857.366,Collision with vehicle,Motorcyclists,MELTON,METROPOLITAN NORTH WEST REGION
2234930.793,2803151.365,Collision with vehicle,Drivers,MILDURA,WESTERN REGION
2499524.452,2406276.024,Collision with vehicle,Bicyclists,STONNINGTON,METROPOLITAN SOUTH EAST REGION
2480570.733,2417753.673,Struck Pedestrian,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2513119.991,2410095.428,Struck Pedestrian,Pedestrians,WHITEHORSE,METROPOLITAN SOUTH EAST REGION
2601876.349,2319501.247,Collision with vehicle,Passengers,SOUTH GIPPSLAND,EASTERN REGION
2601876.349,2319501.247,Collision with vehicle,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2549729.915,2383984.398,Collision with a fixed object,Drivers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2672006.825,2493047.622,Collision with a fixed object,Drivers,ALPINE,NORTH EASTERN REGION
2505698.39,2435369.314,Collision with a fixed object,Drivers,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2509317.338,2587507.077,Collision with vehicle,Drivers,CAMPASPE,NORTHERN REGION
2495224.994,2432402.096,Collision with a fixed object,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2386174.539,2427915.779,Collision with vehicle,Drivers,GOLDEN PLAINS,SOUTH WESTERN REGION
2405082.787,2458434.095,Collision with a fixed object,Drivers,HEPBURN,WESTERN REGION
2609630.938,2368436.775,Struck Pedestrian,Pedestrians,LATROBE,EASTERN REGION
2477003.607,2464083.879,Collision with some other object,Drivers,MACEDON RANGES,NORTHERN REGION
2643833.612,2567419.979,Collision with a fixed object,Drivers,WANGARATTA,NORTH EASTERN REGION
2518126.783,2411958.371,Struck Pedestrian,Passengers,MANNINGHAM,METROPOLITAN SOUTH EAST REGION
2482814.021,2438801.79,Collision with vehicle,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2510313.999,2395955.007,Collision with vehicle,Passengers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2569470.189,2355444.155,Collision with a fixed object,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2630793.944,2312806.355,Collision with a fixed object,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2597754.1,2494491.43,Collision with vehicle,Drivers,MANSFIELD,NORTH EASTERN REGION
2537005.19,2489516.853,Collision with a fixed object,Motorcyclists,MURRINDINDI,NORTH EASTERN REGION
2817550.144,2416305.171,Collision with vehicle,Motorcyclists,EAST GIPPSLAND,EASTERN REGION
2482596.842,2414850.068,Collision with vehicle,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2331206.992,2336723.186,Collision with a fixed object,Passengers,CORANGAMITE,SOUTH WESTERN REGION
2513954.511,2398060.357,Collision with vehicle,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2521111.41,2405479.684,Collision with vehicle,Motorcyclists,KNOX,METROPOLITAN SOUTH EAST REGION
2521111.41,2405479.684,Struck Pedestrian,Pedestrians,KNOX,METROPOLITAN SOUTH EAST REGION
2650951.454,2356650.692,Collision with a fixed object,Drivers,WELLINGTON,EASTERN REGION
2563001.285,2478502.226,Collision with a fixed object,Motorcyclists,MURRINDINDI,NORTH EASTERN REGION
